epoch,learning_rate,loss,rmse,val_loss,val_rmse
8,0.0004799999878741801,5650.70361328125,75.1711654663086,7258.16015625,85.19483947753906
9,0.0004799999878741801,5622.5146484375,74.98342895507812,7062.3134765625,84.0375747680664
10,0.0004799999878741801,5583.2138671875,74.72090911865234,7265.31884765625,85.2368392944336
11,0.0004799999878741801,5553.6865234375,74.52306365966797,7417.408203125,86.12437438964844
12,0.0004799999878741801,5600.0791015625,74.83367919921875,7453.24462890625,86.3321762084961
13,0.0004799999878741801,5497.1396484375,74.1427001953125,7168.435546875,84.66661071777344
14,0.00028799998108297586,5531.2978515625,74.37269592285156,7277.52490234375,85.30841064453125
15,0.00028799998108297586,5504.80322265625,74.1943588256836,7062.55712890625,84.03902435302734
16,0.00028799998108297586,5520.90234375,74.30277252197266,7176.61328125,84.71489715576172
17,0.00028799998108297586,5484.6572265625,74.0584716796875,7146.80712890625,84.53878784179688
0,0.0005000000237487257,7855.53515625,88.63114929199219,10412.24609375,102.04017639160156
1,0.0005000000237487257,6088.02490234375,78.02549743652344,8102.94580078125,90.01612854003906
2,0.0005000000237487257,6036.3359375,77.69358825683594,8399.1181640625,91.64649200439453
3,0.0005000000237487257,5965.97314453125,77.2394790649414,7590.6123046875,87.12393188476562
4,0.0005000000237487257,5867.14990234375,76.59709930419922,8267.654296875,90.92648315429688
5,0.0005000000237487257,5860.126953125,76.55126953125,7629.04833984375,87.34423828125
6,0.0005000000237487257,5876.86572265625,76.66053771972656,7983.02197265625,89.34762573242188
7,0.0005000000237487257,5775.41650390625,75.99596405029297,7661.0888671875,87.52749633789062
8,0.0005000000237487257,5743.04345703125,75.78268432617188,7589.5078125,87.11764526367188
9,0.0005000000237487257,5660.486328125,75.23605346679688,7735.49169921875,87.9515151977539
10,0.0005000000237487257,5626.64501953125,75.01081848144531,7771.03369140625,88.1533203125
11,0.0005000000237487257,5630.67431640625,75.03765869140625,7640.95703125,87.41243743896484
12,0.0005000000237487257,5650.146484375,75.16732025146484,7688.47607421875,87.68384552001953
13,0.0005000000237487257,5588.3349609375,74.7550277709961,7969.3173828125,89.27088928222656
14,0.0002500000118743628,5568.939453125,74.62516784667969,7713.08154296875,87.82402038574219
15,0.0002500000118743628,5520.787109375,74.30184173583984,7520.0859375,86.71829986572266
16,0.0002500000118743628,5468.32666015625,73.94798278808594,7671.32421875,87.58596801757812
17,0.0002500000118743628,5528.37109375,74.35285949707031,7902.76806640625,88.89738464355469
18,0.0002500000118743628,5504.0859375,74.18937683105469,7680.2529296875,87.6369400024414
19,0.0002500000118743628,5447.193359375,73.80496978759766,7867.78466796875,88.7004165649414
20,0.0002500000118743628,5497.01953125,74.1417236328125,7615.146484375,87.26469421386719
21,0.0001250000059371814,5451.326171875,73.83293914794922,7570.58935546875,87.0090103149414
22,0.0001250000059371814,5480.291015625,74.02883911132812,7526.515625,86.75537109375
23,0.0001250000059371814,5453.75439453125,73.84940338134766,7715.91455078125,87.84017944335938
24,0.0001250000059371814,5472.15185546875,73.97384643554688,7510.68115234375,86.66407012939453
25,0.0001250000059371814,5435.916015625,73.7285385131836,7650.470703125,87.46683502197266
26,0.0001250000059371814,5427.70849609375,73.67285919189453,7382.1025390625,85.9190444946289
27,0.0001250000059371814,5418.37841796875,73.60948944091797,7566.509765625,86.98558044433594
28,0.0001250000059371814,5417.79345703125,73.60552215576172,7431.01220703125,86.2032241821289
29,0.0001250000059371814,5424.27197265625,73.6495132446289,7461.6708984375,86.38084411621094
30,0.0001250000059371814,5396.8779296875,73.46330261230469,7619.3203125,87.28856658935547
31,0.0001250000059371814,5384.9140625,73.3818359375,7676.09716796875,87.61322784423828
